recorded;PM2_5 μg/m3;CO2 ppm;HUMIDITY %;TEMP °C;VOC ppb;PRESSURE hPa;PM1 μg/m3;PM10 μg/m3;SOUND_LEVEL_A dBSPL;LIGHT %
2025-03-01T00:03:41;11.00;;;;256.00;1021.44;10.00;18.00;38.00;
2025-03-01T00:08:35;;485.00;33.76;20.73;;;;;;0.00
2025-03-01T00:08:37;;;;;267.00;1021.46;;;38.00;
2025-03-01T00:13:40;;478.00;33.74;20.65;;;;;;0.00
2025-03-01T00:13:42;8.00;;;;259.00;1021.52;8.00;8.00;38.00;
2025-03-01T00:18:35;;473.00;33.70;20.82;;;;;;0.00
2025-03-01T00:18:37;;;;;246.00;1021.50;;;38.00;
2025-03-01T00:23:39;;472.00;33.72;20.71;;;;;;0.00
2025-03-01T00:23:41;5.00;;;;259.00;1021.60;5.00;5.00;38.00;
2025-03-01T00:28:35;;478.00;33.76;20.65;;;;;;0.00
2025-03-01T00:28:37;;;;;253.00;1021.66;;;38.00;
2025-03-01T00:33:39;;489.00;33.73;20.60;;;;;;0.00
2025-03-01T00:33:41;6.00;;;;264.00;1021.62;6.00;6.00;38.00;
2025-03-01T00:38:35;;486.00;33.80;20.60;;;;;;0.00
2025-03-01T00:38:37;;;;;250.00;1021.58;;;38.00;
2025-03-01T00:43:39;;472.00;33.72;20.65;;;;;;0.00
2025-03-01T00:43:41;6.00;;;;277.00;1021.56;6.00;6.00;38.00;
2025-03-01T00:58:36;;476.00;33.70;20.65;;;;;;0.00
2025-03-01T00:58:38;;;;;281.00;1021.60;;;38.00;
2025-03-01T01:03:39;;477.00;33.63;20.81;;;;;;0.00
2025-03-01T01:03:41;7.00;;;;256.00;1021.64;7.00;7.00;39.00;
2025-03-01T01:08:35;;475.00;33.68;20.71;;;;;;0.00
2025-03-01T01:08:37;;;;;273.00;1021.72;;;39.00;
2025-03-01T01:13:40;;482.00;33.79;20.65;;;;;;0.00
2025-03-01T01:13:42;5.00;;;;250.00;1021.68;5.00;5.00;39.00;
2025-03-01T01:18:35;;481.00;33.81;20.60;;;;;;0.00
2025-03-01T01:18:37;;;;;242.00;1021.64;;;38.00;
2025-03-01T01:23:40;;469.00;33.73;20.71;;;;;;0.00
2025-03-01T01:23:42;7.00;;;;236.00;1021.74;7.00;7.00;38.00;
2025-03-01T01:28:36;;467.00;33.65;20.73;;;;;;0.00
2025-03-01T01:28:38;;;;;242.00;1021.76;;;38.00;
2025-03-01T01:33:39;;468.00;33.70;20.60;;;;;;0.00
2025-03-01T01:33:41;8.00;;;;253.00;1021.80;8.00;8.00;38.00;
2025-03-01T01:38:36;;469.00;33.63;20.60;;;;;;0.00
2025-03-01T01:38:38;;;;;242.00;1021.84;;;38.00;
2025-03-01T01:58:35;;464.00;33.60;20.60;;;;;;0.00
2025-03-01T01:58:37;;;;;264.00;1021.86;;;38.00;
2025-03-01T02:03:39;;465.00;33.59;20.60;;;;;;0.00
2025-03-01T02:03:41;6.00;;;;250.00;1021.82;6.00;6.00;38.00;
2025-03-01T02:08:35;;465.00;33.63;20.60;;;;;;0.00
2025-03-01T02:08:37;;;;;267.00;1021.80;;;38.00;
2025-03-01T02:13:39;;466.00;33.61;20.60;;;;;;0.00
2025-03-01T02:13:41;7.00;;;;256.00;1021.92;7.00;7.00;38.00;
2025-03-01T02:18:35;;464.00;33.55;20.62;;;;;;0.00
2025-03-01T02:18:37;;;;;264.00;1021.96;;;38.00;
2025-03-01T02:23:39;;453.00;33.53;20.60;;;;;;0.00
2025-03-01T02:23:41;8.00;;;;267.00;1021.96;8.00;8.00;38.00;
2025-03-01T02:28:35;;451.00;33.59;20.65;;;;;;0.00
2025-03-01T02:28:37;;;;;253.00;1021.86;;;38.00;
2025-03-01T02:43:39;;468.00;33.45;20.60;;;;;;0.00
2025-03-01T02:43:41;6.00;;;;242.00;1022.06;6.00;6.00;39.00;
2025-03-01T02:48:36;;471.00;33.47;20.60;;;;;;0.00
2025-03-01T02:48:38;;;;;256.00;1022.10;;;38.00;
2025-03-01T02:53:40;;460.00;33.45;20.72;;;;;;0.00
2025-03-01T02:53:42;6.00;;;;256.00;1022.10;6.00;6.00;39.00;
2025-03-01T02:58:35;;454.00;33.47;20.62;;;;;;0.00
2025-03-01T02:58:37;;;;;277.00;1022.12;;;38.00;
2025-03-01T03:03:40;;462.00;33.50;20.62;;;;;;0.00
2025-03-01T03:03:42;5.00;;;;242.00;1022.12;5.00;5.00;39.00;
2025-03-01T03:08:35;;459.00;33.40;20.65;;;;;;0.00
2025-03-01T03:08:37;;;;;256.00;1022.16;;;38.00;
2025-03-01T03:13:39;;453.00;33.33;20.60;;;;;;0.00
2025-03-01T03:13:41;3.00;;;;242.00;1022.20;3.00;3.00;38.00;
2025-03-01T03:18:36;;460.00;33.43;20.71;;;;;;0.00
2025-03-01T03:18:38;;;;;281.00;1022.26;;;39.00;
2025-03-01T03:23:39;;465.00;33.30;20.60;;;;;;0.00
2025-03-01T03:23:41;4.00;;;;256.00;1022.26;4.00;4.00;38.00;
2025-03-01T03:28:35;;454.00;33.34;20.47;;;;;;0.00
2025-03-01T03:28:37;;;;;250.00;1022.24;;;38.00;
2025-03-01T03:33:40;;447.00;33.36;20.65;;;;;;0.00
2025-03-01T03:33:42;6.00;;;;242.00;1022.32;6.00;6.00;38.00;
2025-03-01T03:58:35;;450.00;33.33;20.61;;;;;;0.00
2025-03-01T03:58:37;;;;;239.00;1022.60;;;38.00;
2025-03-01T04:03:40;;456.00;33.16;20.60;;;;;;0.00
2025-03-01T04:03:42;5.00;;;;229.00;1022.66;5.00;5.00;39.00;
2025-03-01T04:08:35;;454.00;33.29;20.60;;;;;;0.00
2025-03-01T04:08:37;;;;;259.00;1022.64;;;39.00;
2025-03-01T04:13:40;;439.00;33.32;20.60;;;;;;0.00
2025-03-01T04:13:42;6.00;;;;239.00;1022.66;6.00;6.00;39.00;
2025-03-01T04:18:35;;447.00;33.34;20.62;;;;;;0.00
2025-03-01T04:18:37;;;;;239.00;1022.64;;;39.00;
2025-03-01T04:23:39;;452.00;33.44;20.60;;;;;;0.00
2025-03-01T04:23:41;5.00;;;;277.00;1022.60;5.00;5.00;38.00;
2025-03-01T04:28:36;;441.00;33.42;20.63;;;;;;0.00
2025-03-01T04:28:38;;;;;259.00;1022.54;;;39.00;
2025-03-01T04:33:39;;441.00;33.40;20.60;;;;;;0.00
2025-03-01T04:33:41;4.00;;;;267.00;1022.56;4.00;4.00;38.00;
2025-03-01T04:38:35;;442.00;33.26;20.60;;;;;;0.00
2025-03-01T04:38:37;;;;;246.00;1022.58;;;38.00;
2025-03-01T04:43:40;;439.00;33.28;20.60;;;;;;0.00
2025-03-01T04:43:42;6.00;;;;259.00;1022.58;6.00;6.00;38.00;
2025-03-01T04:48:35;;450.00;33.40;20.62;;;;;;0.00
2025-03-01T04:48:37;;;;;253.00;1022.60;;;38.00;
2025-03-01T04:53:39;;464.00;33.38;20.62;;;;;;0.00
2025-03-01T04:53:41;4.00;;;;225.00;1022.72;4.00;4.00;38.00;
2025-03-01T04:58:35;;447.00;33.34;20.60;;;;;;0.00
2025-03-01T04:58:38;;;;;239.00;1022.72;;;38.00;
2025-03-01T05:18:35;;456.00;33.38;20.62;;;;;;0.00
2025-03-01T05:18:37;;;;;273.00;1022.84;;;38.00;
2025-03-01T05:23:40;;445.00;33.48;20.60;;;;;;0.00
2025-03-01T05:23:42;4.00;;;;246.00;1022.88;4.00;4.00;39.00;
2025-03-01T05:28:35;;440.00;33.45;20.60;;;;;;0.00
2025-03-01T05:28:37;;;;;267.00;1022.90;;;39.00;
2025-03-01T05:33:39;;446.00;33.34;20.60;;;;;;0.00
2025-03-01T05:33:41;6.00;;;;250.00;1022.88;5.00;13.00;38.00;
2025-03-01T05:38:36;;448.00;33.34;20.60;;;;;;0.00
2025-03-01T05:38:38;;;;;259.00;1023.00;;;38.00;
2025-03-01T05:43:39;;444.00;33.35;20.60;;;;;;0.00
2025-03-01T05:43:41;4.00;;;;264.00;1023.04;3.00;4.00;38.00;
2025-03-01T05:48:35;;439.00;33.42;20.60;;;;;;0.00
2025-03-01T05:48:37;;;;;256.00;1023.06;;;38.00;
2025-03-01T06:13:38;;443.00;33.40;20.60;;;;;;5.00
2025-03-01T06:13:40;6.00;;;;270.00;1023.26;6.00;6.00;39.00;
2025-03-01T06:18:34;;440.00;33.23;20.60;;;;;;0.00
2025-03-01T06:18:36;;;;;239.00;1023.30;;;39.00;
2025-03-01T06:23:38;;451.00;33.42;20.53;;;;;;5.00
2025-03-01T06:23:40;3.00;;;;281.00;1023.56;3.00;3.00;38.00;
2025-03-01T06:28:34;;454.00;33.39;20.53;;;;;;5.00
2025-03-01T06:28:36;;;;;264.00;1023.58;;;38.00;
2025-03-01T06:33:39;;442.00;33.35;20.60;;;;;;13.00
2025-03-01T06:33:41;3.00;;;;284.00;1023.54;3.00;3.00;38.00;
2025-03-01T06:38:34;;438.00;33.40;20.60;;;;;;13.00
2025-03-01T06:38:36;;;;;264.00;1023.62;;;38.00;
2025-03-01T06:43:38;;448.00;33.34;20.49;;;;;;18.00
2025-03-01T06:43:40;5.00;;;;270.00;1023.70;5.00;5.00;38.00;
2025-03-01T06:48:34;;446.00;33.34;20.60;;;;;;18.00
2025-03-01T06:48:36;;;;;270.00;1023.76;;;38.00;
2025-03-01T06:53:38;;441.00;33.34;20.60;;;;;;21.00
2025-03-01T06:53:40;3.00;;;;242.00;1023.80;3.00;3.00;38.00;
2025-03-01T06:58:34;;444.00;33.42;20.60;;;;;;21.00
2025-03-01T06:58:36;;;;;264.00;1023.86;;;39.00;
2025-03-01T07:03:38;;442.00;33.39;20.47;;;;;;21.00
2025-03-01T07:03:40;4.00;;;;273.00;1023.90;4.00;4.00;38.00;
2025-03-01T07:08:34;;442.00;33.37;20.60;;;;;;21.00
2025-03-01T07:08:36;;;;;267.00;1024.00;;;39.00;
2025-03-01T07:13:38;;441.00;33.37;20.60;;;;;;18.00
2025-03-01T07:13:40;4.00;;;;273.00;1024.10;4.00;4.00;39.00;
2025-03-01T07:18:34;;442.00;33.31;20.60;;;;;;21.00
2025-03-01T07:18:36;;;;;267.00;1024.10;;;42.00;
2025-03-01T07:23:38;;446.00;33.36;20.60;;;;;;25.00
2025-03-01T07:23:40;4.00;;;;267.00;1024.18;4.00;4.00;39.00;
2025-03-01T07:28:34;;442.00;33.40;20.53;;;;;;25.00
2025-03-01T07:28:36;;;;;246.00;1024.28;;;39.00;
2025-03-01T07:33:38;;436.00;33.39;20.62;;;;;;25.00
2025-03-01T07:33:40;5.00;;;;281.00;1024.28;5.00;5.00;40.00;
2025-03-01T07:38:34;;434.00;33.34;20.48;;;;;;31.00
2025-03-01T07:38:36;;;;;253.00;1024.32;;;39.00;
2025-03-01T07:43:38;;432.00;33.46;20.47;;;;;;33.00
2025-03-01T07:43:40;3.00;;;;267.00;1024.30;3.00;3.00;39.00;
2025-03-01T07:48:34;;431.00;33.37;20.47;;;;;;33.00
2025-03-01T07:48:36;;;;;259.00;1024.30;;;38.00;
2025-03-01T07:53:38;;435.00;33.40;20.60;;;;;;33.00
2025-03-01T07:53:40;4.00;;;;281.00;1024.28;4.00;4.00;39.00;
2025-03-01T07:58:34;;439.00;33.39;20.62;;;;;;33.00
2025-03-01T07:58:36;;;;;287.00;1024.24;;;39.00;
2025-03-01T08:03:38;;445.00;33.36;20.60;;;;;;35.00
2025-03-01T08:03:40;3.00;;;;277.00;1024.34;3.00;3.00;38.00;
2025-03-01T08:08:34;;442.00;33.28;20.60;;;;;;35.00
2025-03-01T08:08:36;;;;;253.00;1024.34;;;38.00;
2025-03-01T08:13:38;;441.00;33.20;20.60;;;;;;42.00
2025-03-01T08:13:40;1.00;;;;264.00;1024.30;1.00;1.00;39.00;
2025-03-01T08:18:34;;442.00;33.18;20.60;;;;;;35.00
2025-03-01T08:18:36;;;;;270.00;1024.36;;;40.00;
2025-03-01T08:23:38;;434.00;33.16;20.52;;;;;;35.00
2025-03-01T08:23:40;5.00;;;;264.00;1024.40;5.00;5.00;39.00;
2025-03-01T08:28:34;;436.00;33.10;20.35;;;;;;33.00
2025-03-01T08:28:36;;;;;253.00;1024.48;;;38.00;
2025-03-01T08:33:38;;444.00;33.23;20.37;;;;;;33.00
2025-03-01T08:33:40;3.00;;;;273.00;1024.54;3.00;3.00;38.00;
2025-03-01T08:38:34;;431.00;33.25;20.56;;;;;;32.00
2025-03-01T08:38:36;;;;;267.00;1024.62;;;38.00;
2025-03-01T08:43:38;;424.00;33.18;20.53;;;;;;32.00
2025-03-01T08:43:40;4.00;;;;259.00;1024.68;4.00;4.00;39.00;
2025-03-01T08:48:34;;432.00;33.16;20.60;;;;;;31.00
2025-03-01T08:48:36;;;;;236.00;1024.72;;;39.00;
2025-03-01T08:53:38;;432.00;33.16;20.60;;;;;;29.00
2025-03-01T08:53:40;2.00;;;;256.00;1024.82;2.00;2.00;38.00;
2025-03-01T08:58:34;;434.00;33.13;20.47;;;;;;28.00
2025-03-01T08:58:36;;;;;242.00;1024.86;;;38.00;
2025-03-01T09:03:38;;430.00;33.17;20.61;;;;;;28.00
2025-03-01T09:03:40;3.00;;;;256.00;1025.02;3.00;3.00;38.00;
2025-03-01T09:08:33;;432.00;33.15;20.65;;;;;;29.00
2025-03-01T09:08:35;;;;;259.00;1025.08;;;38.00;
2025-03-01T09:13:38;;434.00;33.20;20.60;;;;;;28.00
2025-03-01T09:13:40;1.00;;;;253.00;1025.20;1.00;1.00;39.00;
2025-03-01T09:18:34;;424.00;33.24;20.47;;;;;;28.00
2025-03-01T09:18:36;;;;;256.00;1025.26;;;39.00;
2025-03-01T09:23:38;;435.00;33.26;20.60;;;;;;29.00
2025-03-01T09:23:40;2.00;;;;246.00;1025.28;2.00;2.00;38.00;
2025-03-01T09:28:34;;445.00;33.12;20.60;;;;;;31.00
2025-03-01T09:28:36;;;;;250.00;1025.30;;;39.00;
2025-03-01T09:33:38;;442.00;33.05;20.60;;;;;;33.00
2025-03-01T09:33:40;3.00;;;;242.00;1025.26;3.00;3.00;38.00;
2025-03-01T09:38:34;;442.00;33.19;20.53;;;;;;33.00
2025-03-01T09:38:36;;;;;259.00;1025.28;;;38.00;
2025-03-01T09:43:38;;437.00;33.09;20.65;;;;;;34.00
2025-03-01T09:43:40;5.00;;;;264.00;1025.26;5.00;5.00;38.00;
2025-03-01T09:48:34;;434.00;33.12;20.60;;;;;;33.00
2025-03-01T09:48:36;;;;;239.00;1025.26;;;38.00;
2025-03-01T10:03:39;;429.00;33.03;20.71;;;;;;33.00
2025-03-01T10:03:41;2.00;;;;250.00;1025.46;2.00;2.00;39.00;
2025-03-01T10:08:36;;423.00;33.06;20.47;;;;;;33.00
2025-03-01T10:08:38;;;;;250.00;1025.52;;;39.00;
2025-03-01T10:13:39;;423.00;33.02;20.60;;;;;;33.00
2025-03-01T10:13:41;1.00;;;;229.00;1025.50;1.00;1.00;39.00;
2025-03-01T10:18:35;;427.00;33.02;20.47;;;;;;33.00
2025-03-01T10:18:37;;;;;259.00;1025.48;;;38.00;
2025-03-01T10:23:40;;423.00;32.98;20.71;;;;;;33.00
2025-03-01T10:23:42;4.00;;;;229.00;1025.46;4.00;4.00;38.00;
2025-03-01T10:28:35;;419.00;33.07;20.61;;;;;;33.00
2025-03-01T10:28:37;;;;;236.00;1025.54;;;38.00;
2025-03-01T10:33:40;;431.00;32.99;20.60;;;;;;33.00
2025-03-01T10:33:42;3.00;;;;250.00;1025.52;3.00;3.00;38.00;
2025-03-01T10:38:35;;438.00;32.95;20.47;;;;;;35.00
2025-03-01T10:38:37;;;;;232.00;1025.56;;;38.00;
2025-03-01T10:43:39;;443.00;32.92;20.60;;;;;;35.00
2025-03-01T10:43:41;2.00;;;;246.00;1025.62;2.00;2.00;39.00;
2025-03-01T10:48:36;;436.00;33.03;20.60;;;;;;35.00
2025-03-01T10:48:38;;;;;242.00;1025.70;;;42.00;
2025-03-01T10:53:40;;432.00;33.01;20.53;;;;;;34.00
2025-03-01T10:53:42;2.00;;;;229.00;1025.72;2.00;2.00;39.00;
2025-03-01T10:58:35;;434.00;32.94;20.71;;;;;;33.00
2025-03-01T10:58:37;;;;;239.00;1025.78;;;39.00;
2025-03-01T11:03:40;;426.00;32.91;20.60;;;;;;33.00
2025-03-01T11:03:42;1.00;;;;253.00;1025.76;1.00;1.00;38.00;
2025-03-01T11:08:35;;433.00;32.87;20.65;;;;;;33.00
2025-03-01T11:08:37;;;;;236.00;1025.76;;;39.00;
2025-03-01T11:13:39;;437.00;32.79;20.60;;;;;;32.00
2025-03-01T11:13:41;3.00;;;;264.00;1025.72;3.00;3.00;38.00;
2025-03-01T11:18:36;;435.00;32.69;20.60;;;;;;33.00
2025-03-01T11:18:38;;;;;239.00;1025.74;;;39.00;
2025-03-01T11:23:39;;444.00;32.78;20.47;;;;;;33.00
2025-03-01T11:23:41;1.00;;;;219.00;1025.80;1.00;1.00;38.00;
2025-03-01T11:28:35;;451.00;32.64;20.47;;;;;;33.00
2025-03-01T11:28:37;;;;;253.00;1025.74;;;38.00;
2025-03-01T11:43:40;;425.00;32.67;20.71;;;;;;33.00
2025-03-01T11:43:42;2.00;;;;229.00;1025.78;2.00;2.00;38.00;
2025-03-01T11:48:36;;424.00;32.60;20.60;;;;;;33.00
2025-03-01T11:48:38;;;;;222.00;1025.76;;;38.00;
2025-03-01T11:53:39;;432.00;32.46;20.62;;;;;;33.00
2025-03-01T11:53:41;2.00;;;;242.00;1025.72;2.00;2.00;38.00;
2025-03-01T11:58:36;;431.00;32.53;20.60;;;;;;35.00
2025-03-01T11:58:38;;;;;219.00;1025.72;;;39.00;
2025-03-01T12:03:40;;426.00;32.49;20.45;;;;;;35.00
2025-03-01T12:03:42;4.00;;;;212.00;1025.74;4.00;4.00;38.00;
2025-03-01T12:08:35;;421.00;32.41;20.60;;;;;;34.00
2025-03-01T12:08:37;;;;;239.00;1025.80;;;38.00;
2025-03-01T12:13:40;;426.00;32.53;20.60;;;;;;32.00
2025-03-01T12:13:42;2.00;;;;219.00;1025.78;2.00;2.00;38.00;
2025-03-01T12:18:35;;435.00;32.38;20.60;;;;;;32.00
2025-03-01T12:18:37;;;;;215.00;1025.82;;;38.00;
2025-03-01T12:23:39;;433.00;32.41;20.60;;;;;;32.00
2025-03-01T12:23:41;3.00;;;;225.00;1025.84;3.00;3.00;39.00;
2025-03-01T12:53:40;;437.00;32.32;20.62;;;;;;35.00
2025-03-01T12:53:42;4.00;;;;232.00;1026.02;4.00;4.00;38.00;
2025-03-01T12:58:35;;430.00;32.29;20.60;;;;;;36.00
2025-03-01T12:58:37;;;;;215.00;1026.04;;;38.00;
2025-03-01T13:28:35;;427.00;32.29;20.56;;;;;;34.00
2025-03-01T13:28:37;;;;;239.00;1026.26;;;39.00;
2025-03-01T13:33:39;;431.00;32.34;20.60;;;;;;34.00
2025-03-01T13:33:41;1.00;;;;225.00;1026.28;1.00;1.00;38.00;
2025-03-01T13:38:35;;422.00;32.40;20.47;;;;;;33.00
2025-03-01T13:38:37;;;;;242.00;1026.28;;;39.00;
2025-03-01T13:43:39;;413.00;32.35;20.69;;;;;;34.00
2025-03-01T13:43:41;2.00;;;;212.00;1026.20;2.00;2.00;38.00;
2025-03-01T13:48:34;;421.00;32.44;20.60;;;;;;33.00
2025-03-01T13:48:36;;;;;236.00;1026.20;;;38.00;
2025-03-01T13:53:39;;421.00;32.33;20.60;;;;;;31.00
2025-03-01T13:53:41;3.00;;;;242.00;1026.24;3.00;3.00;38.00;
2025-03-01T13:58:35;;420.00;32.32;20.71;;;;;;30.00
2025-03-01T13:58:37;;;;;219.00;1026.32;;;39.00;
2025-03-01T14:03:38;;424.00;32.43;20.71;;;;;;30.00
2025-03-01T14:03:40;0.00;;;;222.00;1026.34;0.00;0.00;39.00;
2025-03-01T14:08:35;;421.00;32.33;20.53;;;;;;30.00
2025-03-01T14:08:37;;;;;222.00;1026.32;;;38.00;
2025-03-01T14:13:39;;419.00;32.36;20.60;;;;;;30.00
2025-03-01T14:13:41;3.00;;;;232.00;1026.32;3.00;3.00;38.00;
2025-03-01T14:18:35;;417.00;32.40;20.60;;;;;;29.00
2025-03-01T14:18:37;;;;;229.00;1026.34;;;38.00;
2025-03-01T14:23:39;;423.00;32.41;20.62;;;;;;28.00
2025-03-01T14:23:41;2.00;;;;222.00;1026.42;2.00;2.00;38.00;
2025-03-01T14:28:35;;426.00;32.31;20.62;;;;;;28.00
2025-03-01T14:28:37;;;;;242.00;1026.46;;;38.00;
2025-03-01T14:33:39;;424.00;32.35;20.60;;;;;;28.00
2025-03-01T14:33:41;4.00;;;;222.00;1026.54;4.00;4.00;38.00;
2025-03-01T14:38:35;;416.00;32.31;20.60;;;;;;28.00
2025-03-01T14:38:37;;;;;222.00;1026.52;;;38.00;
2025-03-01T14:43:39;;419.00;32.35;20.60;;;;;;29.00
2025-03-01T14:43:41;1.00;;;;246.00;1026.54;1.00;1.00;38.00;
2025-03-01T14:48:35;;423.00;32.36;20.53;;;;;;30.00
2025-03-01T14:48:37;;;;;250.00;1026.58;;;38.00;
2025-03-01T14:53:39;;417.00;32.41;20.60;;;;;;28.00
2025-03-01T14:53:41;2.00;;;;232.00;1026.62;2.00;2.00;38.00;
2025-03-01T14:58:34;;412.00;32.21;20.60;;;;;;28.00
2025-03-01T14:58:36;;;;;232.00;1026.60;;;38.00;
2025-03-01T15:03:39;;419.00;32.34;20.60;;;;;;28.00
2025-03-01T15:03:41;0.00;;;;201.00;1026.78;0.00;0.00;38.00;
2025-03-01T15:08:35;;428.00;32.34;20.60;;;;;;25.00
2025-03-01T15:08:37;;;;;246.00;1026.84;;;39.00;
2025-03-01T15:13:38;;426.00;32.30;20.40;;;;;;25.00
2025-03-01T15:13:40;3.00;;;;236.00;1026.76;3.00;3.00;38.00;
2025-03-01T15:18:35;;424.00;32.28;20.60;;;;;;23.00
2025-03-01T15:18:37;;;;;246.00;1026.74;;;38.00;
2025-03-01T15:23:39;;414.00;32.19;20.47;;;;;;23.00
2025-03-01T15:23:41;3.00;;;;239.00;1026.76;2.00;10.00;39.00;
2025-03-01T15:28:34;;414.00;32.19;20.60;;;;;;21.00
2025-03-01T15:28:36;;;;;239.00;1026.72;;;38.00;
2025-03-01T15:33:39;;421.00;32.05;20.60;;;;;;25.00
2025-03-01T15:33:41;4.00;;;;225.00;1026.78;4.00;4.00;38.00;
2025-03-01T15:38:35;;427.00;32.11;20.60;;;;;;23.00
2025-03-01T15:38:37;;;;;236.00;1026.80;;;40.00;
2025-03-01T15:53:39;;422.00;32.22;20.60;;;;;;18.00
2025-03-01T15:53:41;0.00;;;;239.00;1026.96;0.00;0.00;38.00;
2025-03-01T15:58:36;;414.00;32.16;20.60;;;;;;13.00
2025-03-01T15:58:38;;;;;222.00;1026.92;;;38.00;
2025-03-01T16:03:40;;410.00;32.26;20.60;;;;;;5.00
2025-03-01T16:03:42;3.00;;;;232.00;1026.98;3.00;3.00;38.00;
2025-03-01T16:08:35;;417.00;32.23;20.60;;;;;;5.00
2025-03-01T16:08:37;;;;;229.00;1027.02;;;38.00;
2025-03-01T16:13:40;;419.00;32.36;20.60;;;;;;0.00
2025-03-01T16:13:42;1.00;;;;229.00;1027.10;1.00;1.00;38.00;
2025-03-01T16:18:35;;419.00;32.41;20.47;;;;;;0.00
2025-03-01T16:18:37;;;;;232.00;1027.14;;;40.00;
2025-03-01T16:23:39;;415.00;32.29;20.47;;;;;;0.00
2025-03-01T16:23:41;4.00;;;;232.00;1027.26;4.00;4.00;38.00;
2025-03-01T16:28:36;;415.00;32.39;20.35;;;;;;0.00
2025-03-01T16:28:38;;;;;229.00;1027.28;;;40.00;
2025-03-01T16:33:39;;419.00;32.54;20.60;;;;;;0.00
2025-03-01T16:33:41;3.00;;;;229.00;1027.34;3.00;3.00;39.00;
2025-03-01T16:38:35;;423.00;32.53;20.35;;;;;;0.00
2025-03-01T16:38:37;;;;;212.00;1027.44;;;38.00;
2025-03-01T16:43:40;;421.00;32.55;20.60;;;;;;0.00
2025-03-01T16:43:42;3.00;;;;259.00;1027.50;3.00;3.00;39.00;
2025-03-01T16:48:35;;416.00;32.50;20.47;;;;;;0.00
2025-03-01T16:48:37;;;;;253.00;1027.50;;;38.00;
2025-03-01T16:58:35;;414.00;32.34;20.47;;;;;;0.00
2025-03-01T16:58:38;;;;;236.00;1027.54;;;39.00;
2025-03-01T17:03:39;;417.00;32.38;20.60;;;;;;0.00
2025-03-01T17:03:41;2.00;;;;246.00;1027.64;2.00;2.00;38.00;
2025-03-01T17:08:36;;415.00;32.42;20.47;;;;;;0.00
2025-03-01T17:08:38;;;;;250.00;1027.72;;;38.00;
2025-03-01T17:13:40;;422.00;32.36;20.34;;;;;;0.00
2025-03-01T17:13:42;3.00;;;;229.00;1027.64;3.00;3.00;38.00;
2025-03-01T17:18:35;;424.00;32.38;20.47;;;;;;0.00
2025-03-01T17:18:37;;;;;232.00;1027.64;;;38.00;
2025-03-01T17:23:40;;415.00;32.34;20.34;;;;;;0.00
2025-03-01T17:23:42;1.00;;;;229.00;1027.66;1.00;1.00;38.00;
2025-03-01T17:28:35;;412.00;32.24;20.47;;;;;;0.00
2025-03-01T17:28:37;;;;;242.00;1027.72;;;38.00;
2025-03-01T17:33:39;;415.00;32.36;20.60;;;;;;0.00
2025-03-01T17:33:41;3.00;;;;239.00;1027.70;3.00;3.00;38.00;
2025-03-01T17:38:36;;415.00;32.36;20.60;;;;;;0.00
2025-03-01T17:38:38;;;;;205.00;1027.66;;;38.00;
2025-03-01T17:43:39;;410.00;32.44;20.33;;;;;;0.00
2025-03-01T17:43:41;3.00;;;;225.00;1027.62;3.00;3.00;39.00;
2025-03-01T17:48:35;;417.00;32.32;20.37;;;;;;0.00
2025-03-01T17:48:37;;;;;205.00;1027.56;;;38.00;
2025-03-01T17:53:40;;421.00;32.21;20.53;;;;;;0.00
2025-03-01T17:53:42;1.00;;;;229.00;1027.50;1.00;1.00;38.00;
2025-03-01T17:58:35;;408.00;32.24;20.60;;;;;;0.00
2025-03-01T17:58:37;;;;;222.00;1027.56;;;38.00;
2025-03-01T18:03:40;;408.00;32.23;20.21;;;;;;0.00
2025-03-01T18:03:42;1.00;;;;212.00;1027.62;1.00;1.00;38.00;
2025-03-01T18:08:35;;423.00;32.27;20.47;;;;;;0.00
2025-03-01T18:08:38;;;;;225.00;1027.70;;;38.00;
2025-03-01T18:13:39;;419.00;32.28;20.47;;;;;;0.00
2025-03-01T18:13:41;2.00;;;;215.00;1027.70;2.00;2.00;38.00;
2025-03-01T18:18:36;;410.00;32.10;20.37;;;;;;0.00
2025-03-01T18:18:38;;;;;222.00;1027.70;;;38.00;
2025-03-01T18:23:40;;409.00;32.21;20.60;;;;;;0.00
2025-03-01T18:23:42;2.00;;;;215.00;1027.82;2.00;2.00;39.00;
2025-03-01T18:28:35;;409.00;32.20;20.39;;;;;;0.00
2025-03-01T18:28:37;;;;;212.00;1027.82;;;38.00;
2025-03-01T18:33:40;;416.00;32.24;20.34;;;;;;0.00
2025-03-01T18:33:42;4.00;;;;215.00;1027.72;4.00;4.00;38.00;
2025-03-01T18:38:35;;414.00;32.23;20.34;;;;;;0.00
2025-03-01T18:38:37;;;;;219.00;1027.76;;;38.00;
2025-03-01T18:48:35;;411.00;32.19;20.60;;;;;;0.00
2025-03-01T18:48:37;;;;;225.00;1027.80;;;39.00;
2025-03-01T18:53:39;;417.00;32.18;20.34;;;;;;0.00
2025-03-01T18:53:41;3.00;;;;219.00;1027.78;3.00;3.00;39.00;
2025-03-01T18:58:34;;410.00;32.21;20.47;;;;;;0.00
2025-03-01T18:58:36;;;;;229.00;1027.78;;;43.00;
